yourlist:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	isomap:M20171116F725F458AC8690F874DD868E4ED79B88D9A3DCC	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
55294		Q969H0	FBXW7_HUMAN	reviewed	F-box/WD repeat-containing protein 7 (Archipelago homolog) (hAgo) (F-box and WD-40 domain-containing protein 7) (F-box protein FBX30) (SEL-10) (hCdc4)	FBXW7 FBW7 FBX30 SEL10	Homo sapiens (Human)	707
55294		S4R3U4	S4R3U4_HUMAN	unreviewed	F-box/WD repeat-containing protein 7	FBXW7	Homo sapiens (Human)	176
55299		Q8TDN6	BRX1_HUMAN	reviewed	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	BRIX1 BRIX BXDC2	Homo sapiens (Human)	353
5530		A0A0S2Z4B5	A0A0S2Z4B5_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16) (Fragment)	PPP3CA	Homo sapiens (Human)	511
5530		A0A0S2Z4C6	A0A0S2Z4C6_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16) (Fragment)	PPP3CA	Homo sapiens (Human)	521
5530		Q08209	PP2BA_HUMAN	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calmodulin-dependent calcineurin A subunit alpha isoform)	PPP3CA CALNA CNA	Homo sapiens (Human)	521
55340		A0A090N8P9	A0A090N8P9_HUMAN	unreviewed	Immune associated nucleotide 4 like 1 (Mouse)	IAN4L1 tcag7.771	Homo sapiens (Human)	307
55340		Q96F15	GIMA5_HUMAN	reviewed	GTPase IMAP family member 5 (Immunity-associated nucleotide 4-like 1 protein) (Immunity-associated nucleotide 5 protein) (IAN-5) (hIAN5) (Immunity-associated protein 3)	GIMAP5 IAN4L1 IAN5 IMAP3	Homo sapiens (Human)	307
55355		Q8NCD3	HJURP_HUMAN	reviewed	Holliday junction recognition protein (14-3-3-associated AKT substrate) (Fetal liver-expressing gene 1 protein) (Up-regulated in lung cancer 9)	HJURP FAKTS FLEG1 URLC9	Homo sapiens (Human)	748
5536		A0A024R0Q7	A0A024R0Q7_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP5C hCG_21093	Homo sapiens (Human)	499
5536		P53041	PPP5_HUMAN	reviewed	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	PPP5C PPP5	Homo sapiens (Human)	499
55364		A0A024RC24	A0A024RC24_HUMAN	unreviewed	Impact homolog (Mouse), isoform CRA_c	IMPACT hCG_38319	Homo sapiens (Human)	320
55364		Q9P2X3	IMPCT_HUMAN	reviewed	Protein IMPACT (Imprinted and ancient gene protein homolog)	IMPACT	Homo sapiens (Human)	320
5537		A0A024R861	A0A024R861_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	PPP6C hCG_29657	Homo sapiens (Human)	305
5537		O00743	PPP6_HUMAN	reviewed	Serine/threonine-protein phosphatase 6 catalytic subunit (PP6C) (EC 3.1.3.16) [Cleaved into: Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed]	PPP6C PPP6	Homo sapiens (Human)	305
55388		Q7L590	MCM10_HUMAN	reviewed	Protein MCM10 homolog (HsMCM10)	MCM10 PRO2249	Homo sapiens (Human)	875
55506		A0A024QZP6	A0A024QZP6_HUMAN	unreviewed	Core histone macro-H2A	H2AFY2 hCG_25264	Homo sapiens (Human)	372
55506		Q9P0M6	H2AW_HUMAN	reviewed	Core histone macro-H2A.2 (Histone macroH2A2) (mH2A2)	H2AFY2 MACROH2A2	Homo sapiens (Human)	372
55536		A0A024RA51	A0A024RA51_HUMAN	unreviewed	Cell division cycle associated 7-like, isoform CRA_d	CDCA7L hCG_40002	Homo sapiens (Human)	454
55536		A8K8X5	A8K8X5_HUMAN	unreviewed	cDNA FLJ76447, highly similar to Homo sapiens cell division cycle associated 7-like (CDCA7L), mRNA		Homo sapiens (Human)	454
55536		Q96GN5	CDA7L_HUMAN	reviewed	Cell division cycle-associated 7-like protein (Protein JPO2) (Transcription factor RAM2)	CDCA7L HR1 JPO2 R1	Homo sapiens (Human)	454
55573		D6R9V8	D6R9V8_HUMAN	unreviewed	Protein CDV3 homolog	CDV3	Homo sapiens (Human)	156
55573		D6RDN0	D6RDN0_HUMAN	unreviewed	Protein CDV3 homolog	CDV3	Homo sapiens (Human)	108
55573		D6RFH2	D6RFH2_HUMAN	unreviewed	Protein CDV3 homolog	CDV3	Homo sapiens (Human)	108
55573		Q9UKY7	CDV3_HUMAN	reviewed	Protein CDV3 homolog	CDV3 H41	Homo sapiens (Human)	258
55623		A0A024R388	A0A024R388_HUMAN	unreviewed	THUMP domain containing 1, isoform CRA_a	THUMPD1 hCG_38249	Homo sapiens (Human)	353
55623		B4DFY9	B4DFY9_HUMAN	unreviewed	cDNA FLJ57359, highly similar to THUMP domain-containing protein 1		Homo sapiens (Human)	206
55623		Q6MZT3	Q6MZT3_HUMAN	unreviewed	Uncharacterized protein DKFZp686C1054	DKFZp686C1054	Homo sapiens (Human)	439
55623		Q9NXG2	THUM1_HUMAN	reviewed	THUMP domain-containing protein 1	THUMPD1	Homo sapiens (Human)	353
55626		A0A075B6T1	A0A075B6T1_HUMAN	unreviewed	Activating molecule in BECN1-regulated autophagy protein 1	AMBRA1	Homo sapiens (Human)	1179
55626		Q9C0C7	AMRA1_HUMAN	reviewed	Activating molecule in BECN1-regulated autophagy protein 1	AMBRA1 KIAA1736	Homo sapiens (Human)	1298
5564		A0A024RBN1	A0A024RBN1_HUMAN	unreviewed	Protein kinase, AMP-activated, beta 1 non-catalytic subunit, isoform CRA_a	PRKAB1 hCG_26533	Homo sapiens (Human)	270
5564		Q9Y478	AAKB1_HUMAN	reviewed	5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb)	PRKAB1 AMPK	Homo sapiens (Human)	270
55658		A0A024R206	A0A024R206_HUMAN	unreviewed	Ring finger protein 126, isoform CRA_b	RNF126 hCG_20566	Homo sapiens (Human)	311
55658		A8K0Q1	A8K0Q1_HUMAN	unreviewed	cDNA FLJ77001, highly similar to Homo sapiens ring finger protein 126 (RNF126), transcript variant 2, mRNA		Homo sapiens (Human)	311
55658		Q9BV68	RN126_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF126 (EC 2.3.2.27) (RING finger protein 126)	RNF126	Homo sapiens (Human)	326
5566		A0A024R7J0	A0A024R7J0_HUMAN	unreviewed	Protein kinase, cAMP-dependent, catalytic, alpha, isoform CRA_c	PRKACA hCG_27521	Homo sapiens (Human)	351
5566		A8K8B9	A8K8B9_HUMAN	unreviewed	cDNA FLJ77368, highly similar to Homo sapiens protein kinase, cAMP-dependent, catalytic, alpha (PRKACA), transcript variant 2, mRNA		Homo sapiens (Human)	343
5566		P17612	KAPCA_HUMAN	reviewed	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351
5569		A0A024R7Y9	A0A024R7Y9_HUMAN	unreviewed	cAMP-dependent protein kinase inhibitor	PKIA hCG_19926	Homo sapiens (Human)	76
5569		P61925	IPKA_HUMAN	reviewed	cAMP-dependent protein kinase inhibitor alpha (PKI-alpha) (cAMP-dependent protein kinase inhibitor, muscle/brain isoform)	PKIA PRKACN1	Homo sapiens (Human)	76
55705		Q96P70	IPO9_HUMAN	reviewed	Importin-9 (Imp9) (Ran-binding protein 9) (RanBP9)	IPO9 IMP9 KIAA1192 RANBP9 HSPC273	Homo sapiens (Human)	1041
5571		A0A024R125	A0A024R125_HUMAN	unreviewed	Protein kinase, AMP-activated, gamma 1 non-catalytic subunit, isoform CRA_a	PRKAG1 hCG_41504	Homo sapiens (Human)	331
5571		P54619	AAKG1_HUMAN	reviewed	5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg)	PRKAG1	Homo sapiens (Human)	331
55723		A0A024R7G4	A0A024R7G4_HUMAN	unreviewed	ASF1 anti-silencing function 1 homolog B (S. cerevisiae), isoform CRA_a	ASF1B hCG_27531	Homo sapiens (Human)	202
55723		Q9NVP2	ASF1B_HUMAN	reviewed	Histone chaperone ASF1B (Anti-silencing function protein 1 homolog B) (hAsf1) (hAsf1b) (CCG1-interacting factor A-II) (CIA-II) (hCIA-II)	ASF1B	Homo sapiens (Human)	202
55729		A0A024RAY1	A0A024RAY1_HUMAN	unreviewed	Activating transcription factor 7 interacting protein, isoform CRA_a	ATF7IP hCG_2009476	Homo sapiens (Human)	1270
55729		B3KNI7	B3KNI7_HUMAN	unreviewed	cDNA FLJ14669 fis, clone NT2RP2003243, highly similar to Homo sapiens activating transcription factor 7 interacting protein (ATF7IP), mRNA		Homo sapiens (Human)	709
55729		B3KQF8	B3KQF8_HUMAN	unreviewed	cDNA FLJ90387 fis, clone NT2RP2005391, highly similar to Homo sapiens activating transcription factor 7 interacting protein (ATF7IP), mRNA		Homo sapiens (Human)	881
55729		Q6VMQ6	MCAF1_HUMAN	reviewed	Activating transcription factor 7-interacting protein 1 (ATF-interacting protein) (ATF-IP) (ATF7-interacting protein) (ATFa-associated modulator) (hAM) (MBD1-containing chromatin-associated factor 1) (P621)	ATF7IP MCAF MCAF1	Homo sapiens (Human)	1270
55737		Q96QK1	VPS35_HUMAN	reviewed	Vacuolar protein sorting-associated protein 35 (hVPS35) (Maternal-embryonic 3) (Vesicle protein sorting 35)	VPS35 MEM3 TCCCTA00141	Homo sapiens (Human)	796
55743		Q96EP1	CHFR_HUMAN	reviewed	E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING finger protein 196) (RING-type E3 ubiquitin transferase CHFR)	CHFR RNF196	Homo sapiens (Human)	664
55764		B3KUD1	B3KUD1_HUMAN	unreviewed	cDNA FLJ39572 fis, clone SKMUS2002153, highly similar to Intraflagellar transport 122 homolog		Homo sapiens (Human)	567
55764		B4DST2	B4DST2_HUMAN	unreviewed	cDNA FLJ54525, highly similar to Intraflagellar transport 122 homolog		Homo sapiens (Human)	1032
55764		Q9HBG6	IF122_HUMAN	reviewed	Intraflagellar transport protein 122 homolog (WD repeat-containing protein 10) (WD repeat-containing protein 140)	IFT122 SPG WDR10 WDR140	Homo sapiens (Human)	1241
55766		A0A024RAS2	A0A024RAS2_HUMAN	unreviewed	Histone H2A	H2AFJ hCG_1639762	Homo sapiens (Human)	129
55766		Q9BTM1	H2AJ_HUMAN	reviewed	Histone H2A.J (H2a/j)	H2AFJ	Homo sapiens (Human)	129
55768		Q96IV0	NGLY1_HUMAN	reviewed	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (hPNGase) (EC 3.5.1.52) (N-glycanase 1) (Peptide:N-glycanase)	NGLY1 PNG1	Homo sapiens (Human)	654
55802		Q9NPI6	DCP1A_HUMAN	reviewed	mRNA-decapping enzyme 1A (EC 3.-.-.-) (Smad4-interacting transcriptional co-activator) (Transcription factor SMIF)	DCP1A SMIF	Homo sapiens (Human)	582
55813		Q9NYH9	UTP6_HUMAN	reviewed	U3 small nucleolar RNA-associated protein 6 homolog (Hepatocellular carcinoma-associated antigen 66) (Multiple hat domains protein)	UTP6 C17orf40 HCA66 MHAT	Homo sapiens (Human)	597
55832		Q86VP6	CAND1_HUMAN	reviewed	Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1)	CAND1 KIAA0829 TIP120 TIP120A	Homo sapiens (Human)	1230
55833		B4DH66	B4DH66_HUMAN	unreviewed	cDNA FLJ59508, highly similar to Homo sapiens ubiquitin associated protein 2 (UBAP2), transcript variant 1, mRNA		Homo sapiens (Human)	892
55833		B4E0R5	B4E0R5_HUMAN	unreviewed	cDNA FLJ61517, highly similar to Homo sapiens ubiquitin associated protein 2 (UBAP2), transcript variant 1, mRNA		Homo sapiens (Human)	852
55833		B7Z7P2	B7Z7P2_HUMAN	unreviewed	cDNA FLJ61633, highly similar to Homo sapiens ubiquitin associated protein 2 (UBAP2), transcript variant 1, mRNA		Homo sapiens (Human)	686
55833		Q5T6F2	UBAP2_HUMAN	reviewed	Ubiquitin-associated protein 2 (UBAP-2)	UBAP2 KIAA1491	Homo sapiens (Human)	1119
55833		Q9P0H6	Q9P0H6_HUMAN	unreviewed	AD-012 protein		Homo sapiens (Human)	583
55844		Q66LE6	2ABD_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform (PP2A subunit B isoform B55-delta) (PP2A subunit B isoform PR55-delta) (PP2A subunit B isoform R2-delta) (PP2A subunit B isoform delta)	PPP2R2D KIAA1541	Homo sapiens (Human)	453
55844		Q6IN90	Q6IN90_HUMAN	unreviewed	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B	PPP2R2D hCG_23640	Homo sapiens (Human)	288
55869		Q9BY41	HDAC8_HUMAN	reviewed	Histone deacetylase 8 (HD8) (EC 3.5.1.98)	HDAC8 HDACL1 CDA07	Homo sapiens (Human)	377
5589		B4DJQ5	B4DJQ5_HUMAN	unreviewed	cDNA FLJ59211, highly similar to Glucosidase 2 subunit beta		Homo sapiens (Human)	535
5589		K7ELL7	K7ELL7_HUMAN	unreviewed	Glucosidase 2 subunit beta	PRKCSH	Homo sapiens (Human)	535
5589		P14314	GLU2B_HUMAN	reviewed	Glucosidase 2 subunit beta (80K-H protein) (Glucosidase II subunit beta) (Protein kinase C substrate 60.1 kDa protein heavy chain) (PKCSH)	PRKCSH G19P1	Homo sapiens (Human)	528
55898		Q9H3U1	UN45A_HUMAN	reviewed	Protein unc-45 homolog A (Unc-45A) (GCUNC-45) (Smooth muscle cell-associated protein 1) (SMAP-1)	UNC45A SMAP1	Homo sapiens (Human)	944
5591		P78527	PRKDC_HUMAN	reviewed	DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460)	PRKDC HYRC HYRC1	Homo sapiens (Human)	4128
55929		Q9NPF5	DMAP1_HUMAN	reviewed	DNA methyltransferase 1-associated protein 1 (DNMAP1) (DNMT1-associated protein 1)	DMAP1 KIAA1425	Homo sapiens (Human)	467
5594		P28482	MK01_HUMAN	reviewed	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	MAPK1 ERK2 PRKM1 PRKM2	Homo sapiens (Human)	360
5594		Q1HBJ4	Q1HBJ4_HUMAN	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK1 hCG_32557	Homo sapiens (Human)	360
5594		Q499G7	Q499G7_HUMAN	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK1	Homo sapiens (Human)	360
5595		L7RXH5	L7RXH5_HUMAN	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK3	Homo sapiens (Human)	379
5595		P27361	MK03_HUMAN	reviewed	Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3) (EC 2.7.11.24) (ERT2) (Extracellular signal-regulated kinase 1) (ERK-1) (Insulin-stimulated MAP2 kinase) (MAP kinase isoform p44) (p44-MAPK) (Microtubule-associated protein 2 kinase) (p44-ERK1)	MAPK3 ERK1 PRKM3	Homo sapiens (Human)	379
5595		Q9BWJ1	Q9BWJ1_HUMAN	unreviewed	MAPK3 protein (Fragment)	MAPK3	Homo sapiens (Human)	119
55969		Q9BUV8	CT024_HUMAN	reviewed	Uncharacterized protein C20orf24 (Rab5-interacting protein) (RIP5)	C20orf24 PNAS-11	Homo sapiens (Human)	137
5597		Q16659	MK06_HUMAN	reviewed	Mitogen-activated protein kinase 6 (MAP kinase 6) (MAPK 6) (EC 2.7.11.24) (Extracellular signal-regulated kinase 3) (ERK-3) (MAP kinase isoform p97) (p97-MAPK)	MAPK6 ERK3 PRKM6	Homo sapiens (Human)	721
5598		A0A024QZ20	A0A024QZ20_HUMAN	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK7 hCG_30677	Homo sapiens (Human)	816
5598		Q13164	MK07_HUMAN	reviewed	Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)	MAPK7 BMK1 ERK5 PRKM7	Homo sapiens (Human)	816
5599		A1L4K2	A1L4K2_HUMAN	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	MAPK8 hCG_23734	Homo sapiens (Human)	427
5599		P45983	MK08_HUMAN	reviewed	Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8) (EC 2.7.11.24) (JNK-46) (Stress-activated protein kinase 1c) (SAPK1c) (Stress-activated protein kinase JNK1) (c-Jun N-terminal kinase 1)	MAPK8 JNK1 PRKM8 SAPK1 SAPK1C	Homo sapiens (Human)	427
56000		Q9H4D5	NXF3_HUMAN	reviewed	Nuclear RNA export factor 3 (TAP-like protein 3) (TAPL-3)	NXF3 TAPL3	Homo sapiens (Human)	531
560283		Q5RH62	Q5RH62_DANRE	unreviewed	Cation/H+ exchanger protein 1 (Si:dkey-180p18.2) (Type II CAX cation/proton exchanger)	cax1 si:dkey-180p18.2	Danio rerio (Zebrafish) (Brachydanio rerio)	764
5610		P19525	E2AK2_HUMAN	reviewed	Interferon-induced, double-stranded RNA-activated protein kinase (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 2) (eIF-2A protein kinase 2) (Interferon-inducible RNA-dependent protein kinase) (P1/eIF-2A protein kinase) (Protein kinase RNA-activated) (PKR) (Protein kinase R) (Tyrosine-protein kinase EIF2AK2) (EC 2.7.10.2) (p68 kinase)	EIF2AK2 PKR PRKR	Homo sapiens (Human)	551
5610		Q8IW76	Q8IW76_HUMAN	unreviewed	eIF2AK2 protein (Fragment)	EIF2AK2	Homo sapiens (Human)	513
5611		A8KA82	A8KA82_HUMAN	unreviewed	DnaJ (Hsp40) homolog, subfamily C, member 3 (cDNA FLJ77657, highly similar to Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 3 (DNAJC3), mRNA) (cDNA, FLJ93304, Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 3 (DNAJC3),mRNA)	DNAJC3 hCG_28703	Homo sapiens (Human)	504
5611		Q13217	DNJC3_HUMAN	reviewed	DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)	DNAJC3 P58IPK PRKRI	Homo sapiens (Human)	504
56257		Q7L2J0	MEPCE_HUMAN	reviewed	7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog)	MEPCE BCDIN3	Homo sapiens (Human)	689
56341		Q59GT2	Q59GT2_HUMAN	unreviewed	Protein arginine N-methyltransferase 4 variant (Fragment)		Homo sapiens (Human)	269
56341		Q9NR22	ANM8_HUMAN	reviewed	Protein arginine N-methyltransferase 8 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 4)	PRMT8 HRMT1L3 HRMT1L4	Homo sapiens (Human)	394
56342		A8MV53	A8MV53_HUMAN	unreviewed	HCG2033702, isoform CRA_a (Suppressor of SWI4 1 homolog)	PPAN hCG_2033702	Homo sapiens (Human)	420
56342		Q9NQ55	SSF1_HUMAN	reviewed	Suppressor of SWI4 1 homolog (Ssf-1) (Brix domain-containing protein 3) (Peter Pan homolog)	PPAN BXDC3 SSF1	Homo sapiens (Human)	473
56349		Q3USZ7	Q3USZ7_MOUSE	unreviewed	Uncharacterized protein	Net1	Mus musculus (Mouse)	541
56349		Q9Z206	ARHG8_MOUSE	reviewed	Neuroepithelial cell-transforming gene 1 protein (Rho guanine nucleotide exchange factor 8)	Net1 Arhgef8	Mus musculus (Mouse)	595
56419		Q9Z207	DIAP3_MOUSE	reviewed	Protein diaphanous homolog 3 (Diaphanous-related formin-3) (DRF3) (p134mDIA2) (mDIA2)	Diaph3 Diap3	Mus musculus (Mouse)	1171
56424		Q9WUD1	CHIP_MOUSE	reviewed	STIP1 homology and U box-containing protein 1 (EC 2.3.2.27) (Carboxy terminus of Hsp70-interacting protein) (E3 ubiquitin-protein ligase CHIP) (RING-type E3 ubiquitin transferase CHIP)	Stub1 Chip	Mus musculus (Mouse)	304
56438		P62878	RBX1_MOUSE	reviewed	E3 ubiquitin-protein ligase RBX1 (EC 6.3.2.-) (RING finger protein 75) (RING-box protein 1) (Rbx1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]	Rbx1	Mus musculus (Mouse)	108
5660		A0A024QZQ2	A0A024QZQ2_HUMAN	unreviewed	Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy), isoform CRA_b	PSAP hCG_1787837	Homo sapiens (Human)	524
5660		P07602	SAP_HUMAN	reviewed	Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B-Val; Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]	PSAP GLBA SAP1	Homo sapiens (Human)	524
56616		A0A024RBT2	A0A024RBT2_HUMAN	unreviewed	Diablo homolog, mitochondrial (HCG1782202, isoform CRA_c)	DIABLO hCG_1782202	Homo sapiens (Human)	166
56616		A0A0S2Z5P6	A0A0S2Z5P6_HUMAN	unreviewed	Diablo-like protein isoform 2 (Fragment)	DIABLO	Homo sapiens (Human)	195
56616		A0A0S2Z5U7	A0A0S2Z5U7_HUMAN	unreviewed	Diablo-like protein isoform 1 (Fragment)	DIABLO	Homo sapiens (Human)	239
56616		K7X1S0	K7X1S0_HUMAN	unreviewed	SMAC-epsilon	DIABLO	Homo sapiens (Human)	142
56616		Q502X2	Q502X2_HUMAN	unreviewed	Diablo homolog (Drosophila) (HCG1782202, isoform CRA_d) (cDNA FLJ10537 fis, clone NT2RP2001119, highly similar to Diablo homolog, mitochondrial)	DIABLO hCG_1782202	Homo sapiens (Human)	186
56616		Q9NR28	DBLOH_HUMAN	reviewed	Diablo homolog, mitochondrial (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspase) (Smac)	DIABLO SMAC	Homo sapiens (Human)	239
56655		Q9NR33	DPOE4_HUMAN	reviewed	DNA polymerase epsilon subunit 4 (EC 2.7.7.7) (DNA polymerase II subunit 4) (DNA polymerase epsilon subunit p12)	POLE4	Homo sapiens (Human)	117
5682		B4E0X6	B4E0X6_HUMAN	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)		Homo sapiens (Human)	130
5682		P25786	PSA1_HUMAN	reviewed	Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)	PSMA1 HC2 NU PROS30 PSC2	Homo sapiens (Human)	263
56829		C9J6P4	C9J6P4_HUMAN	unreviewed	Zinc finger CCCH-type antiviral protein 1	ZC3HAV1	Homo sapiens (Human)	1024
56829		Q7Z2W4	ZCCHV_HUMAN	reviewed	Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP)	ZC3HAV1 ZC3HDC2 PRO1677	Homo sapiens (Human)	902
5684		A0A140VK43	A0A140VK43_HUMAN	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)		Homo sapiens (Human)	255
5684		P25788	PSA3_HUMAN	reviewed	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255
5685		H0YLC2	H0YLC2_HUMAN	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)	PSMA4	Homo sapiens (Human)	174
5685		H0YN18	H0YN18_HUMAN	unreviewed	Proteasome endopeptidase complex (EC 3.4.25.1)	PSMA4	Homo sapiens (Human)	230
5685		P25789	PSA4_HUMAN	reviewed	Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L)	PSMA4 HC9 PSC9	Homo sapiens (Human)	261
56852		Q9NS91	RAD18_HUMAN	reviewed	E3 ubiquitin-protein ligase RAD18 (EC 2.3.2.27) (Postreplication repair protein RAD18) (hHR18) (hRAD18) (RING finger protein 73) (RING-type E3 ubiquitin transferase RAD18)	RAD18 RNF73	Homo sapiens (Human)	495
5687		A0A140VK44	A0A140VK44_HUMAN	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)		Homo sapiens (Human)	246
5687		P60900	PSA6_HUMAN	reviewed	Proteasome subunit alpha type-6 (EC 3.4.25.1) (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27	Homo sapiens (Human)	246
5688		A0A0K0K1K4	A0A0K0K1K4_HUMAN	unreviewed	Proteasome subunit alpha type (EC 3.4.25.1)	HEL-S-276	Homo sapiens (Human)	248
5688		O14818	PSA7_HUMAN	reviewed	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	PSMA7 HSPC	Homo sapiens (Human)	248
56886		Q9NYU2	UGGG1_HUMAN	reviewed	UDP-glucose:glycoprotein glucosyltransferase 1 (UGT1) (hUGT1) (EC 2.4.1.-) (UDP--Glc:glycoprotein glucosyltransferase) (UDP-glucose ceramide glucosyltransferase-like 1)	UGGT1 GT UGCGL1 UGGT UGT1 UGTR	Homo sapiens (Human)	1555
5689		A0A140VK45	A0A140VK45_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)		Homo sapiens (Human)	241
5689		P20618	PSB1_HUMAN	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241
5690		A0A087WVV1	A0A087WVV1_HUMAN	unreviewed	Proteasome subunit beta type-2	PSMB2	Homo sapiens (Human)	84
5690		A0A140VJS6	A0A140VJS6_HUMAN	unreviewed	Proteasome subunit beta type (EC 3.4.25.1)		Homo sapiens (Human)	201
5690		B7Z478	B7Z478_HUMAN	unreviewed	Proteasome (Prosome, macropain) subunit, beta type, 2, isoform CRA_b (cDNA FLJ51890, highly similar to Proteasome subunit beta type 2 (EC 3.4.25.1))	PSMB2 hCG_1812781	Homo sapiens (Human)	176
5690		P49721	PSB2_HUMAN	reviewed	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2	Homo sapiens (Human)	201
